           3  0.11863651499152184        18.691653814166784       0.50408972427248955        26.594204235821962        45.984845757484436     
          10   3.6065332591533661E-002   18.611381523311138       0.16719524189829826        8.1275454759597778        26.964909456670284     
          32   1.1794459074735641E-002   18.359754912555218        5.0278335809707642E-002   1.9926670119166374        20.421575624495745     
         100   4.2054206132888794E-003   18.518209617584944        1.5965800732374191E-002  0.54630224034190178        19.086955487728119     
         316   1.5360191464424133E-003   18.532919391989708        4.8766732215881348E-003  0.15860983356833458        18.698677383363247     
        1000   5.0565227866172791E-004   18.427093226462603        1.7529353499412537E-003   8.2274716347455978E-002   18.511867370456457     
        3162   1.6359612345695496E-004   18.496494304388762        4.8741698265075684E-004   6.2762245535850525E-002   18.559996727854013     
       10000   5.6132674217224121E-005   18.530532397329807        1.7092749476432800E-004   4.5090220868587494E-002   18.575901195406914     
       31623   2.5570392608642578E-005   18.452745791524649        6.8448483943939209E-005   3.8043804466724396E-002   18.490980051457882     
      100000   2.0038336515426636E-005   18.511379033327103        3.6492943763732910E-005   3.3716168254613876E-002   18.545166634023190     
      316228   1.7687678337097168E-005   18.528219290077686        1.5743076801300049E-005   3.7838645279407501E-002   18.566108103841543     
     1000000   1.4632940292358398E-005   17.432958636432886        2.9653310775756836E-006   2.2014409303665161E-002   17.455005850642920     
     3162278   1.9717961549758911E-005   22.597494341433048        9.9465250968933105E-007   1.4047224074602127E-002   22.611577119678259     
    10000000   1.3921409845352173E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        2.4281442165374756E-005
    31622777   1.6219913959503174E-005   0.0000000000000000        0.0000000000000000        0.0000000000000000        2.6740133762359619E-005
